stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0710WSE,,Wanyee Stage,-1.296275,36.749208,,, , 
0700GEH,,Gerick House,-1.29786,36.751375,,, , 
0710FGP,,Full Gospel,-1.298354,36.75246,,, , 
0700REL,,Relic House,-1.297839,36.753706,,, , 
0710VIC,,Victory World Outreach,-1.297367,36.75491,,, , 
0701DCR,,Deliverance Church Riruta,-1.292742,36.751647,,, , 
0701KJI,,Kinyanjui,-1.291616,36.747588,,, , 
0711SGO,,Sugoini,-1.290401,36.745675,,, , 
0711MLK,,Mlangosoko,-1.288554,36.743012,,, , 
0701BPP,,BP,-1.287695,36.741786,,, , 
0701PBG,,Precious Blood Girls' School,-1.284792,36.737882,,, , 
0701KRE,,Krep/Equity,-1.284773,36.737551,,, , 
0701REU,,Krep/Equity,-1.284519,36.737751,,, , 
0701NVI,,Naivasha/Naivasha Road Flat,-1.282624,36.737052,,, , 
0701SJC,,St.John College Riruta,-1.281713,36.736867,,, , 
0701NDW,,Ndwaru,-1.279007,36.735903,,, , 
0701RSF,,Riverside Flats,-1.277609,36.735855,,, , 
0701GDB,,Gachangi/Darajani/Baptist Church,-1.273125,36.732513,,, , 
0711GTD,,Gathondeki,-1.271824,36.729725,,, , 
0701SMR,,Summer-Rock,-1.2707,36.728392,,, , 
0701LRI,,ILRI,-1.26695,36.723189,,, , 
0701THR,,Uthiru,-1.264088,36.719912,,, , 
0701WGT,,Kwa Mchanga/Total,-1.262886,36.71848,,, , 
0703UTP,,Uthiru Pentecostal,-1.261392,36.71691,,, , 
0701WWU,,Waiyaki Way/Uthiru Junction,-1.260951,36.716548,,, , 
0801DEP,,Deliverance Church/Petrol Station,-1.26086,36.71329,,, , 
0801SHC,,Shell/Cooperation,-1.26039,36.71069,,, , 
0801GCC,,87/Gachecheni,-1.25862,36.70304,,, , 
0811ETT,,87/Total,-1.25788,36.70095,,, , 
0801KGH,,Kinoo Girls High School,-1.2564,36.69682,,, , 
0811JMK,,Jacmil Supermarket/Kinoo Stage,-1.25533,36.69376,,, , 
0801MUC,,Muthiga Academy,-1.25218,36.68807,,, , 
0801MUM,,Muthiga/Kikopey,-1.24962,36.68444,,, , 
0801DMN,,Dominion Church,-1.24759,36.68156,,, , 
0801RGN,,Regen Filling Station,-1.24653,36.68024,,, , 
0811RNG,,Rungiri,-1.24285,36.67702,,, , 
0801KMP,,Kampala Way Filling Station,-1.24038,36.67545,,, , 
0810KPL,,Kampala,-1.240285,36.675546,,, , 
0810RUG,,Rungiri,-1.242892,36.677207,,, , 
0800REG,,Regen,-1.247038,36.681033,,, , 
0810MTG,,Muthiga,-1.249498,36.68443,,, , 
0800MTG,,Muthiga,-1.251837,36.687823,,, , 
0800KIN,,Kinoo,-1.255397,36.694309,,, , 
0810KIN,,Kinoo,-1.255507,36.694726,,, , 
0810EGT,,87,-1.257979,36.701583,,, , 
0810WJM,,Wanjimi,-1.258501,36.703092,,, , 
0810COP,,Cooperation,-1.260283,36.710522,,, , 
0810UTH,,Uthiru,-1.260483,36.717077,,, , 
0800UTH,,Uthiru,-1.260216,36.718422,,, , 
0800NDJ,,Ndumbuini Junction,-1.259125,36.722524,,, , 
0700URB,,Uthiru Roundabout,-1.26445,36.721303,,, , 
0700SJK,,St.Joseph'S Kabete,-1.265614,36.721817,,, , 
0700IRI,,Ilri,-1.266884,36.72319,,, , 
0700SMK,,Summer-Rock,-1.270807,36.728575,,, , 
0710GKI,,Gathondeki,-1.2717,36.729698,,, , 
0700NDU,,Ndwaru,-1.279189,36.735985,,, , 
0700SJL,,St.John College,-1.280979,36.736715,,, , 
0700MUL,,Muslim,-1.28199,36.737025,,, , 
0700EUI,,Krep/Equity,-1.283577,36.737352,,, , 
0711KNG,,Kwa Ng'Ang'A,-1.284074,36.729192,,, , 
0701BMK,,Beth Mugo High School Kaberia,-1.283395,36.726863,,, , 
0711MTE,,Mithonge,-1.282224,36.723135,,, , 
0701WTK,,Waithaka,-1.279621,36.712344,,, , 
0701MUT,,Mugiriti,-1.281313,36.703454,,, , 
0701GCU,,Gachui,-1.281828,36.696257,,, , 
0711RSS,,Ruthimitu Secondary School,-1.281587,36.695619,,, , 
0701KPC,,Kanisani/Pcea,-1.285352,36.687338,,, , 
0701DGM,,Dagoretti Market,-1.283091,36.689559,,, , 
0713DMM,,Dagoretti Market Mwisho,-1.286346,36.686902,,, , 
0700AMD,,All Mart Dagoretti Market,-1.285458,36.687271,,, , 
0700SPC,,Shell Dagoretti Police Station,-1.280904,36.69038,,, , 
0701SDP,,Shell/Dagoretti Police Station,-1.280497,36.690566,,, , 
0711DRC,,Dagoretti Rehabilitation Centre,-1.273861,36.684449,,, , 
0701DNL,,Denoil,-1.269155,36.680122,,, , 
0711KRG,,Kirunguro,-1.268466,36.679189,,, , 
0701UKC,,Uon Kikuyu Campus,-1.265918,36.67477,,, , 
0711UKS,,Uon Kikuyu Campus Stage,-1.265139,36.673039,,, , 
0701AHS,,Alliance High School,-1.262897,36.6698,,, , 
0711ASS,,Alliance High School Stage,-1.261021,36.668262,,, , 
0701GRD,,Gardens,-1.254207,36.665672,,, , 
0701FGS,,Full Gospel,-1.251979,36.665049,,, , 
0701GGS,,Green Gardens School,-1.251082,36.664868,,, , 
0713KKY,,Kikuyu,-1.24654,36.664933,,, , 
0800PCR,,Pine Crib Apartments,-1.24022,36.66573,,, , 
0800KRY,,Kikuyu Country Resort,-1.23801,36.66636,,, , 
0701KIJ,,Kwa Ngwacii Junction,-1.235343,36.668001,,, , 
0701GTR,,Gitaru Junction,-1.232439,36.669958,,, , 
0701KNR,,Kwa Njeru/Gitaru/Pank View,-1.230569,36.674916,,, , 
0711NJG,,Kwa Njeru Stage,-1.230536,36.675502,,, , 
0711MGU,,Magu,-1.230145,36.680691,,, , 
0701RNR,,Matta,-1.230007,36.682717,,, , 
0711MUT,,Muthure,-1.229684,36.687599,,, , 
0701ACI,,Ack St. Phillips,-1.229171,36.691852,,, , 
0711KNY,,Kanyariri,-1.227579,36.698624,,, , 
0701ACC,,Acacia Junction/King'Eero,-1.224886,36.705526,,, , 
0711PFE,,Pefa King'Eero,-1.224241,36.706924,,, , 
0701TTW,,Total Wangige,-1.22071,36.712074,,, , 
0713WNG,,Wangige Stage,-1.219195,36.71239,,, , 
0700KAK,,Kenya Assemblies Of God King'Eero,-1.222091,36.710964,,, , 
0700ACI,,Acacia Petrol Station Junction/King'Eero,-1.225118,36.705298,,, , 
0710KNA,,King'Eero Stage,-1.22554,36.704265,,, , 
0700GBK,,Green Belt/Kanyariri,-1.2278,36.698182,,, , 
0710MTE,,Muthure,-1.229762,36.687326,,, , 
0700MAA,,Matta,-1.229908,36.685421,,, , 
0710MAU,,Magu,-1.230283,36.680541,,, , 
0700GRU,,Gitaru,-1.231977,36.670458,,, , 
0700GGL,,Green Gardens School,-1.25089,36.664915,,, , 
0700GRS,,Gardens,-1.254524,36.665866,,, , 
0710AHL,,Alliance High School,-1.262757,36.669726,,, , 
0700UKG,,Uon Kikuyu Gate,-1.263941,36.671096,,, , 
0710UKT,,Uon Kikuyu Gate 2,-1.265422,36.673879,,, , 
0700KRR,,Kirunguro Junction,-1.268223,36.678906,,, , 
0700GPF,,Zuku/Grace Pop/Dagoretti Flats,-1.276294,36.686224,,, , 
0700RCR,,Red Cross,-1.279765,36.689714,,, , 
0710SEL,,Shell,-1.280461,36.690578,,, , 
0700KPG,,Kanisani Pcea Gathimwa,-1.28136,36.691763,,, , 
0700GCP,,Gachui/Ruthimitu Chief'S Camp,-1.281721,36.695991,,, , 
0700MRT,,Murigiti,-1.282518,36.699162,,, , 
0700WTA,,Waithaka,-1.279987,36.71129,,, , 
0700MTM,,Muthama,-1.280641,36.718732,,, , 
0700NPS,,Nembu Primary School,-1.281202,36.720097,,, , 
0710MIH,,Mihonge,-1.282169,36.72293,,, , 
0700BMY,,Beth Mugo Secondary School,-1.283399,36.727117,,, , 
0710KWN,,Kwa Ng'Ang'A,-1.284009,36.728874,,, , 
0700AIC,,Aic Riruta,-1.283999,36.735204,,, , 
0700KEQ,,Krep/Equity,-1.28474,36.737735,,, , 
0700PBG,,Precious Blood Girls' School,-1.285904,36.73926,,, , 
0710DCD,,Dagoretti Cdf/Aps' Camp,-1.286467,36.740158,,, , 
0700BPS,,Bp,-1.287522,36.74159,,, , 
0700MSK,,Mlangosoko,-1.28866,36.743186,,, , 
0710SIN,,Sugoini,-1.290394,36.745712,,, , 
0710KYJ,,Kinyanjui,-1.291539,36.747569,,, , 
0700DCT,,Deliverance Church Riruta,-1.29266,36.751563,,, , 
0700RIR,,Riara,-1.295857,36.755917,,, , 
0710KJS,,Kaberia Junction Stage,-1.29703,36.756553,,, , 
0700TBK,,Tea Board/Dagoretti Corner,-1.298052,36.757968,,, , 
0702KDC,,Kenol Dagoretti Corner,-1.29843,36.759874,,, , 
0513KEN,,Karen,-1.323348,36.708211,,, , 
0510SMP,,St.Marys Karen Primary School,-1.325292,36.709829,,, , 
0500KCH,,Karen Catholic Church,-1.32613,36.71052,,, , 
0510ETG,,Eternity Gospel Church,-1.329351,36.71327,,, , 
0500KRJ,,Karen Road Junction,-1.333746,36.716578,,, , 
0500MRL,,Marula,-1.336929,36.71569,,, , 
0500KCL,,Karen Country Club,-1.33948,36.714834,,, , 
0500FRT,,Forest Lane,-1.346624,36.714338,,, , 
0500KBL,,Karen Blixen,-1.353141,36.713296,,, , 
0500QRL,,Quarry Lane,-1.354529,36.717501,,, , 
0500NDG,,Ndege Road,-1.354816,36.720121,,, , 
0500MSL,,Masai Lane Junction,-1.355178,36.723273,,, , 
0500MSV,,Masai Villas,-1.357741,36.723063,,, , 
0500MSW,,Maasai Lane/Masai West,-1.360987,36.722714,,, , 
0500LBN,,Laibon Lane,-1.360978,36.724102,,, , 
0500CMZ,,Christian Ministries In Africa,-1.360852,36.725832,,, , 
0500MWR,,Masai West Road,-1.360803,36.729305,,, , 
0500AGB,,Agribusiness Centre,-1.365584,36.735952,,, , 
0500HMN,,Hardy Manor,-1.365369,36.737049,,, , 
0500HRN,,Hardy Junction,-1.364737,36.742286,,, , 
0510HDY,,Hardy Stage,-1.365382,36.742464,,, , 
0500GCT,,Beacons Inn/Giraffe Centre,-1.366791,36.743641,,, , 
0500MBZ,,Matbronze,-1.364419,36.745237,,, , 
0500SOL,,School Of Law,-1.360407,36.747073,,, , 
0510SOL,,School Of Law,-1.359739,36.746976,,, , 
0510KJC,,Kareng'Ata/Jkuat/Cuea,-1.353708,36.74708,,, , 
0510TNZ,,Tangaza College,-1.348748,36.748684,,, , 
0500LRJ,,Lang'Ata Road Junction,-1.340833,36.750538,,, , 
0711KEM,,Kenyatta Market,-1.307506,36.802754,,, , 
0711SUN,,Sunview Estate,-1.306038,36.801389,,, , 
0711NEW,,Newa Estate,-1.308006,36.799441,,, , 
0711GCP,,Golf Course Phase 2,-1.309261,36.798458,,, , 
0713NGM,,Ngumo Market,-1.309884,36.798881,,, , 
0601HIG,,Highway,-1.311264,36.800064,,, , 
0601PCE,,Pcea Junior,-1.311597,36.80081,,, , 
0601HCO,,Highway Cottage,-1.310585,36.802031,,, , 
0710KEM,,Kenyatta Market,-1.307407,36.802791,,, , 
0601FLY,,Kenyatta Market Flyover,-1.306358,36.803224,,, , 
0600MOS,,Mosque,-1.303038,36.802441,,, , 
0600MBA,,Mbagathi Flats,-1.301077,36.802553,,, , 
0710NAQ,,Nairobi Area Traffic Headquarters,-1.297054,36.806435,,, , 
0710KNS,,Kenyatta National Hospital,-1.300727,36.808843,,, , 
0700KCQ,,KCB/Equity,-1.301328,36.812437,,, , 
0700BRM,,Britam,-1.298057,36.813424,,, , 
0610SER,,Serena,-1.288299,36.81367,,, , 
0610GPO,,GPO,-1.285883,36.818241,,, , 
0610INM,,I&M,-1.284968,36.820236,,, , 
0712RLA,,Railways,-1.289443,36.827767,,, , 
0010OTC,,OTC,-1.284947,36.830994,,,1, 
0002KOJ,,Koja Terminus,-1.28123,36.822596,,,1, 
0003NGR,,Ngara,-1.274395,36.823806,,,1, 
0004ODN,,Odeon,-1.282769,36.825032,,,1, 
0812GRT,,Ngara Teminal,-1.274368,36.823322,,, ,0003NGR
0812KNJ,,Koja,-1.280852,36.822802,,, ,0002KOJ
0812ODE,,Odeon Terminus,-1.282757,36.825048,,, ,0004ODN
0812KAK,,Kaka Terminal,-1.285635,36.830776,,, ,0010OTC
0811MUS,,Museum,-1.273041,36.809574,,, , 
0811CHR,,Chiromo,-1.272689,36.808988,,, , 
0801HIR,,Chiromo,-1.271117,36.806804,,, , 
0801CFY,,Chiromo Flyover,-1.272474,36.803714,,, , 
0801WPB,,Westlands/Parklands Baptist,-1.265645,36.801015,,, , 
0811CSL,,Consolata,-1.266975,36.801222,,, , 
0801PMB,,Prime Bank,-1.271048,36.801651,,, , 
0801MWK,,Mwingi/Kasuku Centre,-1.275845,36.795049,,, , 
0801KGD,,Kangundo,-1.279635,36.790476,,, , 
0811SYJ,,Jacaranda/Siaya Road,-1.282289,36.787224,,, , 
0801LNI,,Likoni,-1.283381,36.78581,,, , 
0801DPR,,Dennis Pritt,-1.284874,36.78795,,, , 
0801LNN,,Lenana,-1.289025,36.787129,,, , 
0801YYA,,Yaya,-1.291648,36.787161,,, , 
0800YYA,,Yaya,-1.291734,36.787041,,, , 
0800SNN,,Spanish Villas/Lenana,-1.289972,36.786762,,, , 
0800LNN,,Lenana,-1.28888,36.787014,,, , 
0800DPT,,Dennis Pritt,-1.285006,36.78791,,, , 
0800VRJ,,Viraj,-1.28363,36.785925,,, , 
0810SYY,,Siaya,-1.282279,36.787043,,, , 
0800KNG,,Kangundo,-1.279388,36.79045,,, , 
0800QPK,,Queen'S Park,-1.278994,36.790882,,, , 
0800KKI,,Kasuku/Mwingi,-1.275644,36.794924,,, , 
0800PMN,,Prime Bank,-1.271048,36.801551,,, , 
0800WPB,,Parklands Baptist/Westlands,-1.265669,36.800808,,, , 
0801PBN,,Prime Bank,-1.271918,36.801774,,, , 
0811PBG,,Prime Bank Stage,-1.272219,36.801386,,, , 
0801IMP,,Imperial Bank,-1.270324,36.799344,,, , 
0801RLN,,Riverside Lane/Montessori,-1.269793,36.793951,,, , 
0801RPD,,Riverside Paddocks,-1.268361,36.785434,,, , 
0811STR,,Strathmore School,-1.271307,36.775231,,, , 
0801STU,,St.Austin'S,-1.275686,36.771938,,, , 
0811SAV,,Shell/Lavington/Subru Motors,-1.278501,36.770223,,, , 
0803LAV,,Lavington Shopping Centre/Shell,-1.280216,36.769194,,, , 
0800IGL,,Isaac Gathanju Road/Lavington Shopping Centre,-1.27996,36.769263,,, , 
0800ELM,,El Molo Drive/Subru Motors,-1.278324,36.770258,,, , 
0800STT,,St.Austin'S,-1.275705,36.771917,,, , 
0800STR,,Strathmore School/Mbabane Road,-1.270877,36.775226,,, , 
0800GRP,,German Embassy/Riverside Paddocks,-1.268324,36.785744,,, , 
0800RLN,,Riverside Lane,-1.269707,36.794005,,, , 
0800IML,,Imperial Bank,-1.270238,36.799301,,, , 
0811SAB,,Shell/Arboretum,-1.274529,36.799983,,, , 
0801KAC,,Kasuku Centre,-1.275441,36.794799,,, , 
0801KAN,,Kandara Road,-1.27611,36.793069,,, , 
0801KIL,,Kileleshwa Day Nursery,-1.276826,36.792352,,, , 
0801KPR,,Kileleshwa Primary School,-1.277406,36.79172,,, , 
0801CPS,,Corner Primary School,-1.277871,36.791112,,, , 
0801KNG,,Kangundo,-1.279382,36.790422,,, , 
0801LKN,,Likoni,-1.28355,36.785444,,, , 
0801PPC,,Peponi Court,-1.285899,36.78236,,, , 
0803MDM,,Methodist/Mazeras,-1.290119,36.777343,,, , 
0801BPA,,Brooklyn Palm Apartments,-1.277354,36.790529,,, , 
0801OLK,,Ole Kejuodo/Kandara Road Junction,-1.27602,36.788957,,, , 
0801DCR,,Day Care/Kandara Road,-1.276964,36.785897,,, , 
0801JCA,,Jacaranda,-1.279428,36.783534,,, , 
0801MWG,,Mwingi/Garage,-1.280611,36.78179,,, , 
0801MNI,,Makueni,-1.284216,36.779104,,, , 
0801MUG,,Mugoiri,-1.284459,36.778403,,, , 
0803OYA,,Othaya Road,-1.288534,36.773089,,, , 
0800ORS,,Othaya Road Stage,-1.288635,36.77301,,, , 
0800MRI,,Mugoiri,-1.28422,36.778875,,, , 
0800MWG,,Mwingi/Garage,-1.280677,36.781659,,, , 
0800JCR,,Jacaranda,-1.279389,36.783492,,, , 
0800KRN,,Kandara Road/Kenya High,-1.276931,36.785988,,, , 
0800OKC,,Ole Kejuodo Road/Corner Primary School,-1.275885,36.788924,,, , 
0800PLP,,Parklane Place,-1.275983,36.792863,,, , 
0800MGJ,,Mandera/Gichugu Road Junction,-1.274985,36.793481,,, , 
0810KPR,,Kileleshwa Police Station/Roundabout,-1.275117,36.79406,,, , 
0810ARB,,Arboretum,-1.273436,36.800785,,, , 
0800PBB,,Prime Bank,-1.271772,36.801456,,, , 
0800TAS,,Taj Apartments Stage,-1.272376,36.802951,,, , 
0800CFL,,Chiromo Flyover,-1.272487,36.80373,,, , 
0800CHO,,Chiromo (Mortuary),-1.271148,36.806449,,, , 
0801CHR,,Chiromo,-1.270804,36.807211,,, , 
0812WST,,Westlands,-1.2628,36.80031,,, , 
0801STM,,St. Marks,-1.26132,36.79749,,, , 
0801LIO,,Lions Place,-1.26109,36.79608,,, , 
0801BRK,,Brookside,-1.260987,36.792201,,, , 
0801SAF,,Aacc/Safaricom/Church Road,-1.25982,36.78687,,, , 
0811AGA,,Aga Khan High School,-1.25934,36.78281,,, , 
0811ABC,,Abc Place Stage,-1.25897,36.7786,,, , 
0801ABE,,Abc Place Entrance,-1.25919,36.77746,,, , 
0801CBA,,Abc,-1.259767,36.775564,,, , 
0801MSO,,Loreto Msongari,-1.262055,36.774296,,, , 
0801MGI,,Muthangari Police Station,-1.265893,36.773464,,, , 
0801SNT,,St.Mary'S School,-1.268121,36.775004,,, , 
0801ACI,,Ipsos Synovate/Acorn House,-1.282955,36.765907,,, , 
0801COV,,Convent Lane,-1.284454,36.76399,,, , 
0801JGG,,James Gichuru/Gitanga Road Junction,-1.289367,36.761605,,, , 
0601AMB,,Amboseli,-1.28957,36.759832,,, , 
0601KON,,Kongo,-1.289283,36.753228,,, , 
0601COA,,Coast,-1.28824,36.750481,,, , 
0603COP,,Co-Op Bank,-1.287534,36.748843,,, , 
0800JGG,,James Gichuru/Gitanga Road Junction,-1.289462,36.761562,,, , 
0800RRD,,Ramisi Road,-1.285672,36.762897,,, , 
0800COT,,Convent Drive,-1.284406,36.763979,,, , 
0800COS,,Acorn House/Ipsos Synovate,-1.283087,36.765798,,, , 
0800STY,,St.Mary'School,-1.26777,36.774734,,, , 
0810MUR,,Muthangari Police Station,-1.265837,36.773351,,, , 
0800LRS,,Loreto Msongari,-1.26211,36.774077,,, , 
0800BAC,,ABC,-1.259562,36.775694,,, , 
0801JGJ,,James Gichuru Junction,-1.25946,36.77551,,, , 
0811KAR,,Kari,-1.25974,36.77392,,, , 
0801NSH,,Nairobi School,-1.26035,36.77108,,, , 
0801DEL,,Deloitte,-1.26309,36.76439,,, , 
0801AFL,,Afralti,-1.26366,36.7613,,, , 
0811KND,,Kianda School,-1.26395,36.75863,,, , 
0801SDM,,Sodom,-1.26425,36.75426,,, , 
0801SGS,,Sugar Board/Shell,-1.26454,36.74197,,, , 
0801MVT,,Mountain View/Total Petrol Station,-1.26467,36.73866,,, , 
0811KNM,,Kangemi Market,-1.26429,36.74858,,, , 
0801PKN,,Posta Kangemi,-1.26437,36.75044,,, , 
0801TKN,,Total Petrol Station Kangemi,-1.26447,36.74961,,, , 
0813KGT,,Kangemi Terminus,-1.26498,36.74953,,, , 
0801CUS,,Custoil,-1.26396,36.73031,,, , 
0811NNS,,Nne Market Stage,-1.26357,36.72825,,, , 
0801KBI,,Kabete Technical Institute,-1.26361,36.72705,,, , 
0801ATI,,Ahiti,-1.26374,36.72504,,, , 
0801ILA,,Ilri/Uthiru Roundabout,-1.26432,36.7212,,, , 
0801FLF,,Flyover Turnoff,-1.25869,36.72267,,, , 
0803NDT,,Ndumbuini Terminus,-1.25694,36.7237,,, , 
0800FON,,Flyover Turnoff,-1.26019,36.72189,,, , 
0810SGB,,Sugarboard,-1.26417,36.74399,,, , 
0810KMI,,Kangemi,-1.26412,36.74663,,, , 
0811SKO,,Nne Market/Sokoni,-1.26373,36.72939,,, , 
0811KBP,,Kabete Police Station,-1.26162,36.725514,,, , 
0811KIN,,Kinoo,-1.257887,36.701007,,, , 
0811MTG,,Mutiga,-1.249737,36.684609,,, , 
0811RNR,,Rungiri,-1.242925,36.677091,,, , 
0811GIT,,Gitaru,-1.233226,36.66923,,, , 
0801KBP,,Kabete Police Station,-1.26226,36.72651,,, , 
0801UEN,,Uthiru Exit/Nucleur Petrol Station,-1.26075,36.71692,,, , 
0801NGA,,Kwa Ngwacii,-1.23538,36.66808,,, , 
0801KKR,,Kikuyu Country Resort,-1.23798,36.66641,,, , 
0801STZ,,Starehe Maize,-1.241,36.66568,,, , 
0801KOL,,Kobil,-1.24471,36.66527,,, , 
0813KKS,,Kikuyu Terminus,-1.24558,36.66505,,, , 
0710GVC,,Gitaru/Vantage School,-1.233,36.67012,,, , 
0811SIG,,Sigona,-1.223703,36.663543,,, , 
0811ZOP,,Zopen,-1.201284,36.654722,,, , 
0811GCN,,Gicini,-1.191999,36.650001,,, , 
0811MUG,,Muguga,-1.186133,36.646986,,, , 
0811IKA,,Ika Ithano,-1.178246,36.643085,,, , 
0801IKA,,Ika Ithano,-1.176551,36.642386,,, , 
0811JOR,,Ha Joram,-1.168968,36.641115,,, , 
0801CNG,,Chunga Mali,-1.160813,36.639781,,, , 
0811CNG,,Chunga Mali,-1.159398,36.63953,,, , 
0811RRN,,Rironi,-1.154499,36.638699,,, , 
0801RRN,,Rironi,-1.146119,36.637349,,, , 
0801KPL,,Kampala,-1.135621,36.635547,,, , 
0811KDR,,Kamandura,-1.129363,36.633967,,, , 
0801KRH,,Kamirithu,-1.117688,36.631237,,, , 
0801MBR,,Kwa Mbira,-1.110411,36.631226,,, , 
0811MBR,,Kwa Mbira,-1.108834,36.631387,,, , 
0801DOS,,Kwa Do,-1.10794,36.639396,,, , 
0813LMT,,Limuru Town Terminal,-1.108561,36.643231,,, , 
0800KMR,,Kamirithu,-1.117782,36.631331,,, , 
0800KMD,,Kamandura,-1.128719,36.633928,,, , 
0810JUN,,Junction,-1.131017,36.634524,,, , 
0810KBB,,Kambembe,-1.145791,36.637495,,, , 
0810ARM,,Arimis,-1.148981,36.63797,,, , 
0810RIR,,Rironi,-1.154283,36.63886,,, , 
0810CNG,,Chunga Mali,-1.159339,36.63971,,, , 
0810BEL,,Bell,-1.167929,36.641045,,, , 
0810IKA,,Ika Ithano,-1.178277,36.643331,,, , 
0810SIT,,Site,-1.180555,36.644643,,, , 
0810MUG,,Muguga,-1.185962,36.647084,,, , 
0810GIC,,Kwa Gicini,-1.192524,36.650483,,, , 
0810KBA,,Kiambaa,-1.198661,36.653775,,, , 
0800KBA,,Kiambaa,-1.205796,36.656692,,, , 
0810ZAB,,Zambezi,-1.212741,36.659981,,, , 
0801WID,,Wida Hotel,-1.220669,36.663259,,, , 
0810SIG,,Sigona Golf,-1.222852,36.663602,,, , 
0810GCR,,Ha Gicuru,-1.228431,36.665231,,, , 
0810GIT,,Gitaro,-1.232893,36.669092,,, , 
0800GIT,,Gitaro,-1.239081,36.674939,,, , 
0810MRG,,Mariguini,-1.261521,36.725778,,, , 
0810KBT,,Kabete Pp,-1.263112,36.728762,,, , 
0810NNN,,N,-1.264136,36.734075,,, , 
0810TNG,,Thing'O,-1.264372,36.738388,,, , 
0800KGT,,Mountain,-1.264121,36.746457,,, , 
0800HES,,Heshima Supermarket,-1.26403,36.75139,,, , 
0800CCK,,Cck,-1.26386,36.7578,,, , 
0810NSH,,Nairobi School,-1.26017,36.77119,,, , 
0810KAR,,Kari/James Gichuru,-1.259215,36.774992,,, , 
0800KBB,,Kabete Barracks,-1.25889,36.77816,,, , 
0800APD,,Apdk,-1.2588,36.77956,,, , 
0800NJG,,Njuguna'S,-1.25887,36.78039,,, , 
0800WDC,,Westlands Dc,-1.2596,36.7866,,, , 
0810WPS,,Church Road/Westlands Primary School,-1.26015,36.7912,,, , 
0810LIO,,Lion'S Place,-1.260681,36.794578,,, , 
0810STM,,St. Marks Church,-1.26104,36.79726,,, , 
0800GPR,,Gama Pinto Road,-1.26187,36.79974,,, , 
0810WST,,Westlands Stage,-1.26549,36.80277,,, , 
0800EDS,,Eden Square,-1.26919,36.8064,,, , 
0800CHR,,Chiromo,-1.27049,36.806942,,, , 
0800MUS,,Museum,-1.274128,36.811825,,, , 
0810MCP,,Main Campus,-1.280986,36.816241,,, , 
0801NGR,,Ngara,-1.275566,36.822958,,, , 
0801PSC,,Parklands Sports Club,-1.269615,36.812425,,, , 
0801MPS,,Mp Shah,-1.264528,36.81076,,, , 
0811MAY,,Mayfair,-1.263575,36.807414,,, , 
0813WSA,,Westlands,-1.262281,36.803707,,, , 
0801SRT,,Sarit,-1.25988,36.8022,,, , 
0801PPN,,Peponi Road,-1.25915,36.80177,,, , 
0801PPI,,Peponi Road Junction/Sarit,-1.258949,36.801848,,, , 
0801GMN,,General Mathenge Junction,-1.254723,36.802063,,, , 
0801ELW,,Eldama Park/Westhouse,-1.252953,36.802685,,, , 
0811SVI,,Spring Valley Shopping Centre/Oilibya,-1.248158,36.797149,,, , 
0801TGR,,Thigiri Ridge/Kitisuru Road,-1.243278,36.792149,,, , 
0811KIM,,Kimetrica,-1.236617,36.781227,,, , 
0801BYS,,By-Pass,-1.23519,36.778266,,, , 
0801STC,,St.Catherine,-1.234171,36.775423,,, , 
0811MGN,,Magnolia Hills,-1.233195,36.767044,,, , 
0811ISK,,Isk,-1.232637,36.762784,,, , 
0801APH,,Aphrc,-1.229591,36.760284,,, , 
0801GAT,,Gathiga Secondary School,-1.222008,36.747399,,, , 
0801KAH,,Kihingo,-1.220034,36.742507,,, , 
0803GAT,,Gathiga Mwisho,-1.219101,36.738666,,, , 
0800GAT,,Gathiga,-1.219036,36.738837,,, , 
0800KAH,,Kihingo,-1.219508,36.741069,,, , 
0800APH,,Aphrc,-1.229441,36.760499,,, , 
0800KIR,,Kirawa School,-1.230213,36.761508,,, , 
0800ISK,,ISK,-1.232788,36.763997,,, , 
0800MAG,,Magnolia Hills,-1.23312,36.767312,,, , 
0800STC,,St.Catherine,-1.234139,36.775916,,, , 
0800BYS,,By-Pass,-1.235029,36.778202,,, , 
0800TGR,,Thigiri Ridge,-1.243299,36.792342,,, , 
0810SVI,,Spring Valley Shopping Centre,-1.248083,36.797256,,, , 
0800WHS,,Westhouse,-1.253039,36.802846,,, , 
0800GMG,,General Mathenge,-1.254809,36.802191,,, , 
0801BRD,,Brookside Drive Junction,-1.25554,36.79748,,, , 
0801TOT,,Total/Kabete Lane,-1.253922,36.792235,,, , 
0811SVL,,Spring Valley Stage/Intel College,-1.25143,36.78699,,, , 
0801SVP,,Spring Valley Police Station,-1.25023,36.78493,,, , 
0801HVW,,Hill View,-1.246299,36.774265,,, , 
0801ZEN,,Zen Gardens,-1.245281,36.769897,,, , 
0811ZEN,,Zen Gardens,-1.24524,36.769321,,, , 
0801PSE,,Peponi House,-1.243697,36.76081,,, , 
0801KBT,,Kabete Springs,-1.240831,36.751169,,, , 
0801PST,,Lower Kabete Posta,-1.240176,36.745579,,, , 
0811KSA,,Kenya School Of Administration,-1.239977,36.744484,,, , 
0801UON,,University Of Nairobi School Of Business,-1.23969,36.739878,,, , 
0801RHY,,Rhythm College,-1.23877,36.728965,,, , 
